Date,Transport_Type,Total_Ridership,Percent_compared_to_pre_pandemic_day
2021-11-13,Access-A-Ride,13124,77
2021-11-14,Access-A-Ride,12460,66
2021-11-15,Access-A-Ride,22208,71
2021-11-16,Access-A-Ride,23694,76
2021-11-17,Access-A-Ride,24396,78
2021-11-18,Access-A-Ride,24071,77
2021-11-19,Access-A-Ride,22662,73
2021-11-20,Access-A-Ride,13195,78
2021-11-21,Access-A-Ride,12774,68
2021-11-22,Access-A-Ride,21441,69
2021-11-23,Access-A-Ride,22574,72
2021-11-24,Access-A-Ride,21002,67
2021-11-25,Access-A-Ride,15459,82
2021-11-26,Access-A-Ride,11077,59
2021-11-27,Access-A-Ride,10620,63
2021-11-28,Access-A-Ride,10481,56
2021-11-29,Access-A-Ride,21124,68
2021-11-30,Access-A-Ride,22469,72
2021-12-01,Access-A-Ride,23347,80
2021-12-02,Access-A-Ride,22540,77
2021-12-03,Access-A-Ride,22518,77
2021-12-04,Access-A-Ride,13317,77
2021-12-05,Access-A-Ride,12541,70
2021-12-06,Access-A-Ride,21761,75
2021-12-07,Access-A-Ride,23262,80
2021-12-08,Access-A-Ride,22691,78
2021-12-09,Access-A-Ride,22743,78
2021-12-10,Access-A-Ride,22237,76
2021-12-11,Access-A-Ride,13396,78
2021-12-12,Access-A-Ride,12189,68
2021-12-13,Access-A-Ride,21617,74
2021-12-14,Access-A-Ride,23042,79
2021-12-15,Access-A-Ride,23732,81
2021-12-16,Access-A-Ride,23623,81
2021-12-17,Access-A-Ride,22539,77
2021-12-18,Access-A-Ride,12312,71
2021-12-19,Access-A-Ride,12238,69
2021-12-20,Access-A-Ride,20318,70
2021-12-21,Access-A-Ride,21656,74
2021-12-22,Access-A-Ride,21673,74
2021-12-23,Access-A-Ride,19335,66
2021-12-24,Access-A-Ride,12009,67
2021-12-25,Access-A-Ride,9021,52
2021-12-26,Access-A-Ride,8744,49
2021-12-27,Access-A-Ride,14952,51
2021-12-28,Access-A-Ride,16736,57
2021-12-29,Access-A-Ride,16859,58
2021-12-30,Access-A-Ride,16177,55
2021-12-31,Access-A-Ride,11498,64
2022-01-01,Access-A-Ride,4904,34
2022-01-02,Access-A-Ride,8383,62
2022-01-03,Access-A-Ride,16437,58
2022-01-04,Access-A-Ride,17909,63
2022-01-05,Access-A-Ride,18861,67
2022-01-06,Access-A-Ride,18672,66
2022-01-07,Access-A-Ride,14203,50
2022-01-08,Access-A-Ride,9126,63
2022-01-09,Access-A-Ride,7916,59
2022-01-10,Access-A-Ride,18268,65
2022-01-11,Access-A-Ride,17388,61
2022-01-12,Access-A-Ride,19679,70
2022-01-13,Access-A-Ride,19918,70
2022-01-14,Access-A-Ride,18878,67
2022-01-15,Access-A-Ride,9510,66
2022-01-16,Access-A-Ride,8545,63
2022-01-17,Access-A-Ride,8760,65
2022-01-18,Access-A-Ride,19389,69
2022-01-19,Access-A-Ride,21111,75
2022-01-20,Access-A-Ride,18616,66
2022-01-21,Access-A-Ride,19079,67
2022-01-22,Access-A-Ride,10455,72
2022-01-23,Access-A-Ride,9446,70
2022-01-24,Access-A-Ride,19472,69
2022-01-25,Access-A-Ride,21233,75
2022-01-26,Access-A-Ride,21033,74
2022-01-27,Access-A-Ride,20934,74
2022-01-28,Access-A-Ride,20115,71
2022-01-29,Access-A-Ride,5353,37
2022-01-30,Access-A-Ride,5974,44
2022-01-31,Access-A-Ride,18400,65
2022-02-01,Access-A-Ride,20357,69
2022-02-02,Access-A-Ride,22427,76
2022-02-03,Access-A-Ride,22325,76
2022-02-04,Access-A-Ride,18557,63
2022-02-05,Access-A-Ride,11377,70
2022-02-06,Access-A-Ride,10621,63
2022-02-07,Access-A-Ride,21120,72
2022-02-08,Access-A-Ride,22667,77
2022-02-09,Access-A-Ride,23863,81
2022-02-10,Access-A-Ride,23341,79
2022-02-11,Access-A-Ride,22608,77
2022-02-12,Access-A-Ride,13376,82
2022-02-13,Access-A-Ride,10013,59
2022-02-14,Access-A-Ride,20812,71
2022-02-15,Access-A-Ride,21922,74
2022-02-16,Access-A-Ride,23513,80
2022-02-17,Access-A-Ride,23713,81
2022-02-18,Access-A-Ride,21470,73
2022-02-19,Access-A-Ride,12171,75
2022-02-20,Access-A-Ride,11017,65
2022-02-21,Access-A-Ride,12500,74
2022-02-22,Access-A-Ride,19233,65
2022-02-23,Access-A-Ride,23807,81
2022-02-24,Access-A-Ride,21868,74
2022-02-25,Access-A-Ride,18740,64
2022-02-26,Access-A-Ride,12226,75
2022-02-27,Access-A-Ride,11337,67
2022-02-28,Access-A-Ride,21929,75
2022-03-01,Access-A-Ride,22944,77
2022-03-02,Access-A-Ride,24289,82
2022-03-03,Access-A-Ride,23800,80
2022-03-04,Access-A-Ride,22821,77
2022-03-05,Access-A-Ride,13269,78
2022-03-06,Access-A-Ride,12557,71
2022-03-07,Access-A-Ride,22465,76
2022-03-08,Access-A-Ride,24076,81
2022-03-09,Access-A-Ride,23477,79
2022-03-10,Access-A-Ride,24515,82
2022-03-11,Access-A-Ride,23736,80
2022-03-12,Access-A-Ride,10655,63
2022-03-13,Access-A-Ride,11491,65
2022-03-14,Access-A-Ride,22480,76
2022-03-15,Access-A-Ride,24272,82
2022-03-16,Access-A-Ride,25305,85
2022-03-17,Access-A-Ride,22946,77
2022-03-18,Access-A-Ride,24019,81
2022-03-19,Access-A-Ride,12877,76
2022-03-20,Access-A-Ride,12736,72
2022-03-21,Access-A-Ride,22229,75
2022-03-22,Access-A-Ride,23948,81
2022-03-23,Access-A-Ride,24574,83
2022-03-24,Access-A-Ride,22998,77
2022-03-25,Access-A-Ride,23274,78
2022-03-26,Access-A-Ride,13208,78
2022-03-27,Access-A-Ride,11809,67
2022-03-28,Access-A-Ride,22114,74
2022-03-29,Access-A-Ride,23981,81
2022-03-30,Access-A-Ride,24620,83
2022-03-31,Access-A-Ride,24308,82
2022-04-01,Access-A-Ride,24017,83
2022-04-02,Access-A-Ride,14382,86
2022-04-03,Access-A-Ride,12947,69
2022-04-04,Access-A-Ride,23746,82
2022-04-05,Access-A-Ride,24873,86
2022-04-06,Access-A-Ride,25103,87
2022-04-07,Access-A-Ride,24107,83
2022-04-08,Access-A-Ride,24488,85
2022-04-09,Access-A-Ride,13969,84
2022-04-10,Access-A-Ride,13935,75
2022-04-11,Access-A-Ride,23569,81
2022-04-12,Access-A-Ride,25286,87
2022-04-13,Access-A-Ride,25847,89
2022-04-14,Access-A-Ride,25073,87
2022-04-15,Access-A-Ride,20908,72
2022-04-16,Access-A-Ride,13413,80
2022-04-17,Access-A-Ride,14704,79
2022-04-18,Access-A-Ride,20245,70
2022-04-19,Access-A-Ride,22359,77
2022-04-20,Access-A-Ride,24212,84
2022-04-21,Access-A-Ride,23239,80
2022-04-22,Access-A-Ride,22298,77
2022-04-23,Access-A-Ride,13459,81
2022-04-24,Access-A-Ride,12927,69
2022-04-25,Access-A-Ride,22370,77
2022-04-26,Access-A-Ride,23800,82
2022-04-27,Access-A-Ride,25229,87
2022-04-28,Access-A-Ride,24321,84
2022-04-29,Access-A-Ride,23421,81
2022-04-30,Access-A-Ride,14223,85
2022-05-01,Access-A-Ride,12976,76
2022-05-02,Access-A-Ride,21695,74
2022-05-03,Access-A-Ride,24680,84
2022-05-04,Access-A-Ride,25462,87
2022-05-05,Access-A-Ride,25903,88
2022-05-06,Access-A-Ride,23411,80
2022-05-07,Access-A-Ride,13033,75
2022-05-08,Access-A-Ride,15375,90
2022-05-09,Access-A-Ride,22008,75
2022-05-10,Access-A-Ride,24148,82
2022-05-11,Access-A-Ride,25548,87
2022-05-12,Access-A-Ride,25158,86
2022-05-13,Access-A-Ride,23539,80
2022-05-14,Access-A-Ride,13580,78
2022-05-15,Access-A-Ride,13379,79
2022-05-16,Access-A-Ride,22187,75
2022-05-17,Access-A-Ride,24353,83
2022-05-18,Access-A-Ride,25365,86
2022-05-19,Access-A-Ride,24271,83
2022-05-20,Access-A-Ride,23767,81
2022-05-21,Access-A-Ride,14985,87
2022-05-22,Access-A-Ride,13279,78
2022-05-23,Access-A-Ride,22696,77
2022-05-24,Access-A-Ride,24560,84
2022-05-25,Access-A-Ride,25418,86
2022-05-26,Access-A-Ride,24866,85
2022-05-27,Access-A-Ride,22894,78
2022-05-28,Access-A-Ride,12805,74
2022-05-29,Access-A-Ride,14490,85
2022-05-30,Access-A-Ride,10771,63
2022-05-31,Access-A-Ride,23778,81
2022-06-01,Access-A-Ride,25586,87
2022-06-02,Access-A-Ride,24764,85
2022-06-03,Access-A-Ride,24838,85
2022-06-04,Access-A-Ride,14409,83
2022-06-05,Access-A-Ride,13955,77
2022-06-06,Access-A-Ride,22794,78
2022-06-07,Access-A-Ride,25256,86
2022-06-08,Access-A-Ride,26058,89
2022-06-09,Access-A-Ride,25135,86
2022-06-10,Access-A-Ride,25437,87
2022-06-11,Access-A-Ride,14776,85
2022-06-12,Access-A-Ride,13440,74
2022-06-13,Access-A-Ride,23697,81
2022-06-14,Access-A-Ride,25372,87
2022-06-15,Access-A-Ride,26904,92
2022-06-16,Access-A-Ride,25856,88
2022-06-17,Access-A-Ride,24338,83
2022-06-18,Access-A-Ride,15136,87
2022-06-19,Access-A-Ride,15622,86
2022-06-20,Access-A-Ride,15440,85
2022-06-21,Access-A-Ride,25299,86
2022-06-22,Access-A-Ride,25774,88
2022-06-23,Access-A-Ride,25286,86
2022-06-24,Access-A-Ride,24414,83
2022-06-25,Access-A-Ride,15274,88
2022-06-26,Access-A-Ride,14574,81
2022-06-27,Access-A-Ride,22331,76
2022-06-28,Access-A-Ride,24179,83
2022-06-29,Access-A-Ride,25392,87
2022-06-30,Access-A-Ride,24651,84
2022-07-01,Access-A-Ride,23983,85
2022-07-02,Access-A-Ride,12878,81
2022-07-03,Access-A-Ride,14822,90
2022-07-04,Access-A-Ride,10976,66
2022-07-05,Access-A-Ride,22800,80
2022-07-06,Access-A-Ride,25372,89
2022-07-07,Access-A-Ride,25119,89
2022-07-08,Access-A-Ride,24108,85
2022-07-09,Access-A-Ride,14546,92
2022-07-10,Access-A-Ride,14147,86
2022-07-11,Access-A-Ride,23255,82
2022-07-12,Access-A-Ride,24697,87
2022-07-13,Access-A-Ride,25800,91
2022-07-14,Access-A-Ride,25312,89
2022-07-15,Access-A-Ride,24177,85
2022-07-16,Access-A-Ride,15226,96
2022-07-17,Access-A-Ride,13868,84
2022-07-18,Access-A-Ride,22670,80
2022-07-19,Access-A-Ride,24933,88
2022-07-20,Access-A-Ride,25590,90
2022-07-21,Access-A-Ride,24308,86
2022-07-22,Access-A-Ride,23926,84
2022-07-23,Access-A-Ride,14503,91
2022-07-24,Access-A-Ride,12751,77
2022-07-25,Access-A-Ride,22355,79
2022-07-26,Access-A-Ride,24990,88
2022-07-27,Access-A-Ride,25759,91
2022-07-28,Access-A-Ride,24413,86
2022-07-29,Access-A-Ride,23697,84
2022-07-30,Access-A-Ride,15068,95
2022-07-31,Access-A-Ride,14046,85
2022-08-01,Access-A-Ride,22892,82
2022-08-02,Access-A-Ride,24865,89
2022-08-03,Access-A-Ride,26785,96
2022-08-04,Access-A-Ride,25326,91
2022-08-05,Access-A-Ride,23824,85
2022-08-06,Access-A-Ride,14893,90
2022-08-07,Access-A-Ride,14367,80
2022-08-08,Access-A-Ride,22965,82
2022-08-09,Access-A-Ride,25056,90
2022-08-10,Access-A-Ride,26098,93
2022-08-11,Access-A-Ride,25553,91
2022-08-12,Access-A-Ride,24849,89
2022-08-13,Access-A-Ride,15889,96
2022-08-14,Access-A-Ride,14492,81
2022-08-15,Access-A-Ride,23199,83
2022-08-16,Access-A-Ride,24994,89
2022-08-17,Access-A-Ride,25904,93
2022-08-18,Access-A-Ride,25701,92
2022-08-19,Access-A-Ride,24141,86
2022-08-20,Access-A-Ride,15903,96
2022-08-21,Access-A-Ride,14617,81
2022-08-22,Access-A-Ride,21887,78
2022-08-23,Access-A-Ride,24448,88
2022-08-24,Access-A-Ride,25654,92
2022-08-25,Access-A-Ride,24964,89
2022-08-26,Access-A-Ride,23417,84
2022-08-27,Access-A-Ride,15575,94
2022-08-28,Access-A-Ride,14506,81
2022-08-29,Access-A-Ride,22503,81
2022-08-30,Access-A-Ride,24300,87
2022-08-31,Access-A-Ride,25541,91
2022-09-01,Access-A-Ride,25382,85
2022-09-02,Access-A-Ride,24696,83
2022-09-03,Access-A-Ride,15863,93
2022-09-04,Access-A-Ride,15428,90
2022-09-05,Access-A-Ride,9722,57
2022-09-06,Access-A-Ride,24963,84
2022-09-07,Access-A-Ride,26773,90
2022-09-08,Access-A-Ride,27121,91
2022-09-09,Access-A-Ride,25627,86
2022-09-10,Access-A-Ride,15345,90
2022-09-11,Access-A-Ride,14467,84
2022-09-12,Access-A-Ride,24947,84
2022-09-13,Access-A-Ride,26317,89
2022-09-14,Access-A-Ride,28124,95
2022-09-15,Access-A-Ride,27391,92
2022-09-16,Access-A-Ride,26025,88
2022-09-17,Access-A-Ride,15828,92
2022-09-18,Access-A-Ride,15588,91
2022-09-19,Access-A-Ride,24491,82
2022-09-20,Access-A-Ride,26148,88
2022-09-21,Access-A-Ride,27479,93
2022-09-22,Access-A-Ride,26136,88
2022-09-23,Access-A-Ride,25738,87
2022-09-24,Access-A-Ride,15593,91
2022-09-25,Access-A-Ride,14770,86
2022-09-26,Access-A-Ride,21532,73
2022-09-27,Access-A-Ride,24344,82
2022-09-28,Access-A-Ride,27423,92
2022-09-29,Access-A-Ride,26857,90
2022-09-30,Access-A-Ride,26614,90
2022-10-01,Access-A-Ride,13718,78
2022-10-02,Access-A-Ride,13897,76
2022-10-03,Access-A-Ride,25390,85
2022-10-04,Access-A-Ride,25282,85
2022-10-05,Access-A-Ride,24305,82
2022-10-06,Access-A-Ride,28527,96
2022-10-07,Access-A-Ride,26725,90
2022-10-08,Access-A-Ride,15448,87
2022-10-09,Access-A-Ride,14776,80
2022-10-10,Access-A-Ride,17806,60
2022-10-11,Access-A-Ride,26435,89
2022-10-12,Access-A-Ride,28193,95
2022-10-13,Access-A-Ride,26422,89
2022-10-14,Access-A-Ride,26877,90
2022-10-15,Access-A-Ride,15945,90
2022-10-16,Access-A-Ride,15338,84
2022-10-17,Access-A-Ride,24045,81
2022-10-18,Access-A-Ride,26135,88
2022-10-19,Access-A-Ride,28002,94
2022-10-20,Access-A-Ride,27649,93
2022-10-21,Access-A-Ride,26385,89
2022-10-22,Access-A-Ride,15832,90
2022-10-23,Access-A-Ride,14434,79
2022-10-24,Access-A-Ride,24643,83
2022-10-25,Access-A-Ride,27080,91
2022-10-26,Access-A-Ride,27891,94
2022-10-27,Access-A-Ride,28035,94
2022-10-28,Access-A-Ride,26237,88
2022-10-29,Access-A-Ride,15778,89
2022-10-30,Access-A-Ride,15324,83
2022-10-31,Access-A-Ride,24178,81
2022-11-01,Access-A-Ride,26993,86
2022-11-02,Access-A-Ride,28493,91
2022-11-03,Access-A-Ride,28364,91
2022-11-04,Access-A-Ride,27340,88
2022-11-05,Access-A-Ride,16790,99
2022-11-06,Access-A-Ride,13926,74
2022-11-07,Access-A-Ride,26193,84
2022-11-08,Access-A-Ride,25939,83
2022-11-09,Access-A-Ride,28589,92
2022-11-10,Access-A-Ride,28385,91
2022-11-11,Access-A-Ride,20634,110
2022-11-12,Access-A-Ride,15153,89
2022-11-13,Access-A-Ride,15544,83
2022-11-14,Access-A-Ride,25728,82
2022-11-15,Access-A-Ride,28155,90
2022-11-16,Access-A-Ride,28574,92
2022-11-17,Access-A-Ride,28778,92
2022-11-18,Access-A-Ride,27236,87
2022-11-19,Access-A-Ride,16076,95
2022-11-20,Access-A-Ride,15556,83
2022-11-21,Access-A-Ride,25766,83
2022-11-22,Access-A-Ride,27957,90
2022-11-23,Access-A-Ride,25032,80
2022-11-24,Access-A-Ride,18369,98
2022-11-25,Access-A-Ride,12834,68
2022-11-26,Access-A-Ride,12576,74
2022-11-27,Access-A-Ride,13063,69
2022-11-28,Access-A-Ride,24969,80
2022-11-29,Access-A-Ride,27009,87
2022-11-30,Access-A-Ride,26469,85
2022-12-01,Access-A-Ride,27018,93
2022-12-02,Access-A-Ride,27007,93
2022-12-03,Access-A-Ride,15540,90
2022-12-04,Access-A-Ride,15763,88
2022-12-05,Access-A-Ride,26409,91
2022-12-06,Access-A-Ride,27305,94
2022-12-07,Access-A-Ride,27941,96
2022-12-08,Access-A-Ride,28292,97
2022-12-09,Access-A-Ride,26213,90
2022-12-10,Access-A-Ride,16232,94
2022-12-11,Access-A-Ride,14949,84
2022-12-12,Access-A-Ride,25771,88
2022-12-13,Access-A-Ride,28234,97
2022-12-14,Access-A-Ride,29081,100
2022-12-15,Access-A-Ride,27034,93
2022-12-16,Access-A-Ride,24074,83
2022-12-17,Access-A-Ride,16788,97
2022-12-18,Access-A-Ride,16036,90
2022-12-19,Access-A-Ride,25529,88
2022-12-20,Access-A-Ride,27148,93
2022-12-21,Access-A-Ride,28480,98
2022-12-22,Access-A-Ride,25244,87
2022-12-23,Access-A-Ride,20359,70
2022-12-24,Access-A-Ride,12759,74
2022-12-25,Access-A-Ride,13709,77
2022-12-26,Access-A-Ride,9327,52
2022-12-27,Access-A-Ride,21363,73
2022-12-28,Access-A-Ride,23571,81
2022-12-29,Access-A-Ride,23200,80
2022-12-30,Access-A-Ride,22951,79
2022-12-31,Access-A-Ride,14090,82
2023-01-01,Access-A-Ride,11476,85
2023-01-02,Access-A-Ride,10136,75
2023-01-03,Access-A-Ride,24868,88
2023-01-04,Access-A-Ride,26848,95
2023-01-05,Access-A-Ride,26808,95
2023-01-06,Access-A-Ride,25824,91
2023-01-07,Access-A-Ride,14828,102
2023-01-08,Access-A-Ride,15157,112
2023-01-09,Access-A-Ride,24923,88
2023-01-10,Access-A-Ride,27309,97
2023-01-11,Access-A-Ride,27991,99
2023-01-12,Access-A-Ride,27119,96
2023-01-13,Access-A-Ride,26085,92
2023-01-14,Access-A-Ride,15407,106
2023-01-15,Access-A-Ride,15198,113
2023-01-16,Access-A-Ride,14617,108
2023-01-17,Access-A-Ride,27214,96
2023-01-18,Access-A-Ride,29223,103
2023-01-19,Access-A-Ride,26737,95
2023-01-20,Access-A-Ride,26548,94
2023-01-21,Access-A-Ride,15580,107
2023-01-22,Access-A-Ride,14721,109
2023-01-23,Access-A-Ride,25087,89
2023-01-24,Access-A-Ride,27701,98
2023-01-25,Access-A-Ride,26738,95
2023-01-26,Access-A-Ride,27061,96
2023-01-27,Access-A-Ride,26826,95
2023-01-28,Access-A-Ride,15577,107
2023-01-29,Access-A-Ride,15371,114
2023-01-30,Access-A-Ride,25676,91
2023-01-31,Access-A-Ride,27308,97
2023-02-01,Access-A-Ride,28492,97
2023-02-02,Access-A-Ride,27917,95
2023-02-03,Access-A-Ride,26238,89
2023-02-04,Access-A-Ride,13439,83
2023-02-05,Access-A-Ride,15413,91
2023-02-06,Access-A-Ride,26639,91
2023-02-07,Access-A-Ride,28688,97
2023-02-08,Access-A-Ride,29653,101
2023-02-09,Access-A-Ride,28515,97
2023-02-10,Access-A-Ride,28094,95
2023-02-11,Access-A-Ride,16638,102
2023-02-12,Access-A-Ride,16305,97
2023-02-13,Access-A-Ride,25900,88
2023-02-14,Access-A-Ride,29001,99
2023-02-15,Access-A-Ride,29119,99
2023-02-16,Access-A-Ride,28364,96
2023-02-17,Access-A-Ride,26759,91
2023-02-18,Access-A-Ride,15612,96
2023-02-19,Access-A-Ride,16165,96
2023-02-20,Access-A-Ride,14818,88
2023-02-21,Access-A-Ride,27224,93
2023-02-22,Access-A-Ride,27895,95
2023-02-23,Access-A-Ride,27336,93
2023-02-24,Access-A-Ride,26077,89
2023-02-25,Access-A-Ride,15461,95
2023-02-26,Access-A-Ride,15891,94
2023-02-27,Access-A-Ride,26730,91
2023-02-28,Access-A-Ride,26116,89
2023-03-01,Access-A-Ride,29449,99
2023-03-02,Access-A-Ride,28978,97
2023-03-03,Access-A-Ride,27298,92
2023-03-04,Access-A-Ride,16263,96
2023-03-05,Access-A-Ride,16956,96
2023-03-06,Access-A-Ride,27550,93
2023-03-07,Access-A-Ride,28417,96
2023-03-08,Access-A-Ride,30476,102
2023-03-09,Access-A-Ride,29847,100
2023-03-10,Access-A-Ride,28209,95
2023-03-11,Access-A-Ride,15493,91
2023-03-12,Access-A-Ride,16644,94
2023-03-13,Access-A-Ride,26027,88
2023-03-14,Access-A-Ride,26262,88
2023-03-15,Access-A-Ride,29687,100
2023-03-16,Access-A-Ride,30151,101
2023-03-17,Access-A-Ride,28094,94
2023-03-18,Access-A-Ride,16828,99
2023-03-19,Access-A-Ride,16471,93
2023-03-20,Access-A-Ride,26951,91
2023-03-21,Access-A-Ride,29466,99
2023-03-22,Access-A-Ride,29999,101
2023-03-23,Access-A-Ride,29189,98
2023-03-24,Access-A-Ride,27883,94
2023-03-25,Access-A-Ride,15556,92
2023-03-26,Access-A-Ride,16878,96
2023-03-27,Access-A-Ride,26394,89
2023-03-28,Access-A-Ride,28923,97
2023-03-29,Access-A-Ride,29771,100
2023-03-30,Access-A-Ride,29363,99
2023-03-31,Access-A-Ride,28599,96
2023-04-01,Access-A-Ride,16428,98
2023-04-02,Access-A-Ride,17660,95
2023-04-03,Access-A-Ride,27387,95
2023-04-04,Access-A-Ride,29698,103
2023-04-05,Access-A-Ride,29462,102
2023-04-06,Access-A-Ride,27061,94
2023-04-07,Access-A-Ride,23831,82
2023-04-08,Access-A-Ride,16256,97
2023-04-09,Access-A-Ride,19026,102
2023-04-10,Access-A-Ride,24135,83
2023-04-11,Access-A-Ride,27777,96
2023-04-12,Access-A-Ride,28326,98
2023-04-13,Access-A-Ride,28451,98
2023-04-14,Access-A-Ride,27514,95
2023-04-15,Access-A-Ride,16804,101
2023-04-16,Access-A-Ride,16835,90
2023-04-17,Access-A-Ride,27611,95
2023-04-18,Access-A-Ride,29658,103
2023-04-19,Access-A-Ride,30829,107
2023-04-20,Access-A-Ride,30106,104
2023-04-21,Access-A-Ride,27777,96
2023-04-22,Access-A-Ride,16865,101
2023-04-23,Access-A-Ride,15947,85
2023-04-24,Access-A-Ride,27254,94
2023-04-25,Access-A-Ride,29504,102
2023-04-26,Access-A-Ride,30191,104
2023-04-27,Access-A-Ride,29969,104
2023-04-28,Access-A-Ride,28306,98
2023-04-29,Access-A-Ride,15688,94
2023-04-30,Access-A-Ride,15451,83
2023-05-01,Access-A-Ride,27445,93
2023-05-02,Access-A-Ride,29472,100
2023-05-03,Access-A-Ride,30850,105
2023-05-04,Access-A-Ride,30449,104
2023-05-05,Access-A-Ride,28952,98
2023-05-06,Access-A-Ride,18349,106
2023-05-07,Access-A-Ride,17822,105
2023-05-08,Access-A-Ride,27771,94
2023-05-09,Access-A-Ride,29923,102
2023-05-10,Access-A-Ride,31360,107
2023-05-11,Access-A-Ride,30899,105
2023-05-12,Access-A-Ride,29397,100
2023-05-13,Access-A-Ride,18340,106
2023-05-14,Access-A-Ride,20222,119
2023-05-15,Access-A-Ride,25892,88
2023-05-16,Access-A-Ride,29747,101
2023-05-17,Access-A-Ride,30423,103
2023-05-18,Access-A-Ride,29842,101
2023-05-19,Access-A-Ride,28381,97
2023-05-20,Access-A-Ride,16570,96
2023-05-21,Access-A-Ride,17545,103
2023-05-22,Access-A-Ride,27038,92
2023-05-23,Access-A-Ride,29538,100
2023-05-24,Access-A-Ride,30495,104
2023-05-25,Access-A-Ride,29311,100
2023-05-26,Access-A-Ride,27037,92
2023-05-27,Access-A-Ride,16731,97
2023-05-28,Access-A-Ride,17527,103
2023-05-29,Access-A-Ride,12121,71
2023-05-30,Access-A-Ride,27645,94
2023-05-31,Access-A-Ride,30078,102
2023-06-01,Access-A-Ride,30088,103
2023-06-02,Access-A-Ride,29570,101
2023-06-03,Access-A-Ride,18118,105
2023-06-04,Access-A-Ride,18429,102
2023-06-05,Access-A-Ride,27920,95
2023-06-06,Access-A-Ride,29999,102
2023-06-07,Access-A-Ride,31147,106
2023-06-08,Access-A-Ride,27689,95
2023-06-09,Access-A-Ride,25845,88
2023-06-10,Access-A-Ride,17996,104
2023-06-11,Access-A-Ride,17958,99
2023-06-12,Access-A-Ride,27520,94
2023-06-13,Access-A-Ride,30441,104
2023-06-14,Access-A-Ride,30661,105
2023-06-15,Access-A-Ride,31298,107
2023-06-16,Access-A-Ride,28693,98
2023-06-17,Access-A-Ride,17967,104
2023-06-18,Access-A-Ride,19384,107
2023-06-19,Access-A-Ride,17494,97
2023-06-20,Access-A-Ride,29482,101
2023-06-21,Access-A-Ride,31019,106
2023-06-22,Access-A-Ride,29220,100
2023-06-23,Access-A-Ride,28619,98
2023-06-24,Access-A-Ride,16937,98
2023-06-25,Access-A-Ride,17103,95
2023-06-26,Access-A-Ride,26823,92
2023-06-27,Access-A-Ride,29246,100
2023-06-28,Access-A-Ride,29092,99
2023-06-29,Access-A-Ride,28876,99
2023-06-30,Access-A-Ride,28028,96
2023-07-01,Access-A-Ride,17093,108
2023-07-02,Access-A-Ride,16717,101
2023-07-03,Access-A-Ride,23795,84
2023-07-04,Access-A-Ride,13059,79
2023-07-05,Access-A-Ride,28774,101
2023-07-06,Access-A-Ride,29894,105
2023-07-07,Access-A-Ride,28609,101
2023-07-08,Access-A-Ride,17879,113
2023-07-09,Access-A-Ride,16695,101
2023-07-10,Access-A-Ride,27354,96
2023-07-11,Access-A-Ride,30085,106
2023-07-12,Access-A-Ride,31015,109
2023-07-13,Access-A-Ride,29980,106
2023-07-14,Access-A-Ride,28489,100
2023-07-15,Access-A-Ride,18043,114
2023-07-16,Access-A-Ride,16496,100
2023-07-17,Access-A-Ride,27637,97
2023-07-18,Access-A-Ride,29105,103
2023-07-19,Access-A-Ride,30527,108
2023-07-20,Access-A-Ride,29745,105
2023-07-21,Access-A-Ride,27485,97
2023-07-22,Access-A-Ride,18283,115
2023-07-23,Access-A-Ride,18021,109
2023-07-24,Access-A-Ride,27222,96
2023-07-25,Access-A-Ride,29285,103
2023-07-26,Access-A-Ride,30501,108
2023-07-27,Access-A-Ride,28692,101
2023-07-28,Access-A-Ride,27522,97
2023-07-29,Access-A-Ride,16747,105
2023-07-30,Access-A-Ride,17450,106
2023-07-31,Access-A-Ride,26682,94
2023-08-01,Access-A-Ride,29354,105
2023-08-02,Access-A-Ride,30380,109
2023-08-03,Access-A-Ride,30483,109
2023-08-04,Access-A-Ride,28128,101
2023-08-05,Access-A-Ride,18835,113
2023-08-06,Access-A-Ride,18805,105
2023-08-07,Access-A-Ride,27174,97
2023-08-08,Access-A-Ride,29435,105
2023-08-09,Access-A-Ride,30849,110
2023-08-10,Access-A-Ride,29758,107
2023-08-11,Access-A-Ride,29109,104
2023-08-12,Access-A-Ride,18390,111
2023-08-13,Access-A-Ride,18071,101
2023-08-14,Access-A-Ride,27185,97
2023-08-15,Access-A-Ride,29122,104
2023-08-16,Access-A-Ride,30763,110
2023-08-17,Access-A-Ride,30045,108
2023-08-18,Access-A-Ride,27468,98
2023-08-19,Access-A-Ride,19246,116
2023-08-20,Access-A-Ride,18004,100
2023-08-21,Access-A-Ride,26325,94
2023-08-22,Access-A-Ride,28913,104
2023-08-23,Access-A-Ride,30187,108
2023-08-24,Access-A-Ride,28689,103
2023-08-25,Access-A-Ride,26511,95
2023-08-26,Access-A-Ride,18024,108
2023-08-27,Access-A-Ride,18022,100
2023-08-28,Access-A-Ride,26613,95
